Id,Pattern presented,Description,Source 1,Source 2,Publication Year,Field of origin,Source 1,Source 2,,,,,
Pattern578,"Integrate risk, configuration, and metadata",This pattern thus calls for the change risk assessment to be based on preexisting data in the CMDB. ,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern579,Capture data at appropriate Level,the intent of this pattern is to capture data related to IT assets at the most efficient leve. It is essentially a pragmatic application of data normalization,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern580,Consumer manages dependency,"the intent of this pattern is to find an effective combination of people, process, and technology to ensure the viability of configuration management and its complex portfolio and dependency management implications",P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern581,Security-Configuration management synergy,The intent of this pattern is to strengthen the centralized configuration management capability by bashing processes upon the data maintained therein. The configuration data will never be up-to-date unless its accuracy is a gate standing in the way of other desired outcomes,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern582,Integrate IT Knowledge Management with Configuration Management,This pattern aims to relate both structured and unstructured information in the CMDB and other documents through the use of accurate taxonomies,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern583,Model-Driven Configuration Management,The intent of this pattern is to capture the Configuration data throughout the development of new tools through modelling,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern584,Scalable dependency entry,This pattern aims to simplify changes to the CMDB when the changes are massive and repetetive,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern585,Configuration Accounting Processes,The aim of this pattern is to review the CMDB with the owners of the configuration data to validate its completeness and accuracy,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern586,Interface System,the intent of this pattern is to integrate the system interaction diagramming at an architectural level with the configuration management at a component level. In order to have both architectural and operational data coherent with each other,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern587,CMDB as the system of record for the run book,The intent of this pattern is to maximize the use of the CMDB by turning it into a structured system of record for the concept of an operational runbook.,P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern588,Integrate application portfolio and configuration management,"The intent of this pattern is to integrate the application portfolio and CMDB in order to gather aggregated data to provide more valuable info at the application portfolio level, and keep visibility on the end use of Configuration Items",P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern589,Application portfolio,"The intent of the application portfolio is to provide an alternative control point in the IT organization, essentially a counterweight to the concept of Project. The intent of thos pattern is to provide transparency to this often-ill-defined concept and provide the framework necessary to drive the systematic leveraging, improvement, or elimination of applications from an IT environment, based on objective criteria",P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern590,The application ID and application Alias,"Application aliasing is a required capability when consolidating and rationalizing multiple lists of applications. Because different teams may have inconsistent yet entrenched terminology for a given logical application, it is critical to the portfolio management capability to support legacy terminology",P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern591,Taxonomy-based rationalization,"Rationalize here comes in 2 steps: take an inventory of the items to be rationalized, and categorize them to identify redundancy. ",P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern592,Application points costing,"A mature configuration management environment would enable the creation of a ""system of points"" measurement framework. ",P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
Pattern593,The IT enablement capability,"This pattern represents a unified, data- and technology-driven single engineering team for IT enableent, segregated from all internal IT process owners",P5,,2011,IT service management,"Betz, C. T. (2011). Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. In Architecture and Patterns for IT Service Management, Resource Planning, and Governance: Making Shoes for the Cobbler’s Children. https://doi.org/10.1016/C2010-0-65839-1",#N/D,,,,,
